student.label,game.score,coast,game.scheduled,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,early.bird.night.owl,previous.competitive.sports,X..meals.on.day.prior.to.game,university.year,game.number
414,27.47,west coast,noon,0.43,0.69,2,4,night owl,football,4,sophomore,3
415,54.91,west coast,noon,0.78,0.49,10,10,night owl,gymnastics,7,senior,3
416,42.45,west coast,noon,1,0.73,7,1,early bird,table tennis,7,sophomore,3
417,26.81,west coast,noon,0.27,0,7,10,night owl,curling,4,senior,3
418,6.64,west coast,noon,0.19,0.08,2,4,night owl,football,5,sophomore,3
419,41.34,west coast,noon,0,0.33,1,5,night owl,football,3,frosh,3
420,41.02,west coast,noon,0.53,0.68,7,4,night owl,basketball,6,sophomore,3
421,2.78,west coast,noon,0.02,0,3,10,night owl,martial arts,1,senior,3
422,20.91,west coast,noon,0.1,0.84,9,7,night owl,baseball,3,sophomore,3
423,37.17,west coast,noon,0.25,0.91,7,12,night owl,martial arts,3,junior,3
424,15.81,west coast,noon,0.11,0.86,2,8,early bird,frisbee,3,junior,3
425,8.6,west coast,noon,0,0.79,6,6,early bird,baseball,6,sophomore,3
426,32.3,west coast,noon,1,0.24,5,6,night owl,table tennis,4,senior,3
427,57.18,west coast,noon,0.95,1,1,11,night owl,curling,7,junior,3
428,66.61,west coast,noon,0.93,1,8,5,night owl,table tennis,7,senior,3
429,33.37,west coast,noon,0.96,0.51,1,1,night owl,gymnastics,3,junior,3
430,54.97,west coast,noon,0.64,1,5,7,night owl,curling,5,junior,3
431,36.13,west coast,morning,0.08,0.4,0,0,night owl,frisbee,4,frosh,3
432,45.72,west coast,morning,0.6,0.87,0,7,night owl,frisbee,5,senior,3
433,21.8,west coast,morning,0.6,0,3,7,night owl,table tennis,3,sophomore,3
434,14.12,west coast,morning,0.14,0.17,1,6,night owl,curling,6,frosh,3
435,20.53,west coast,morning,0.65,0.19,2,4,night owl,baseball,5,junior,3
436,59.63,west coast,morning,0.71,1,3,9,night owl,baseball,3,senior,3
437,21.33,west coast,morning,0,1,5,5,night owl,football,6,sophomore,3
438,43.36,west coast,morning,0.27,0.28,9,11,night owl,football,3,senior,3
439,79.74,west coast,morning,0.83,1,9,12,night owl,frisbee,2,senior,3
440,57.02,west coast,morning,0.54,1,7,6,night owl,football,4,junior,3
441,68.19,west coast,noon,0.91,1,2,12,night owl,curling,3,senior,3
442,49.37,west coast,noon,1,0.24,9,6,night owl,curling,4,junior,3
443,23.04,west coast,noon,0.37,0,8,5,night owl,baseball,5,frosh,3
444,39.61,west coast,noon,0.37,0.56,10,6,early bird,table tennis,5,frosh,3
445,47.12,west coast,noon,1,0.43,7,2,early bird,table tennis,3,sophomore,3
446,43.73,west coast,noon,0.76,0.99,1,0,night owl,football,6,sophomore,3
447,21.66,west coast,noon,0,0.37,2,2,night owl,martial arts,5,sophomore,3
448,35.28,west coast,noon,0.03,0,7,3,night owl,gymnastics,3,frosh,3
449,53.05,west coast,noon,0.86,0.74,8,6,night owl,gymnastics,3,junior,3
450,44.33,west coast,noon,1,0,10,1,night owl,baseball,2,junior,3
451,0,west coast,noon,0,0.02,0,7,night owl,gymnastics,7,sophomore,3
452,28.91,west coast,noon,0,0.44,0,5,night owl,martial arts,3,junior,3
453,29.13,west coast,noon,0.54,0,10,9,night owl,baseball,6,frosh,3
454,43.21,west coast,noon,0.7,0.84,5,3,night owl,curling,5,junior,3
455,33.15,west coast,noon,0.97,0.22,3,8,night owl,table tennis,5,sophomore,3
456,23.95,west coast,noon,0.58,0,3,10,night owl,basketball,3,sophomore,3
457,45.21,west coast,noon,0.3,0.89,7,8,night owl,martial arts,2,sophomore,3
458,25.37,west coast,noon,0,0.9,4,2,early bird,martial arts,4,junior,3
459,32.36,west coast,noon,0,0.14,3,1,night owl,baseball,3,frosh,3
460,25.13,west coast,noon,0.97,0.17,5,6,night owl,curling,4,sophomore,3
461,84.58,west coast,noon,0.99,1,9,10,early bird,frisbee,3,senior,3
462,54.93,west coast,noon,0.9,0.74,7,3,early bird,table tennis,4,junior,3
463,40.2,west coast,noon,0,0.06,5,3,night owl,martial arts,4,sophomore,3
464,60.18,west coast,noon,0.85,0.59,10,7,night owl,basketball,3,junior,3
465,48.21,west coast,noon,0.72,0.94,3,1,night owl,football,5,junior,3
466,43.09,west coast,noon,1,0.01,6,3,night owl,table tennis,2,senior,3
467,22.15,west coast,noon,0.27,0.07,3,5,night owl,gymnastics,4,sophomore,3
468,20.78,west coast,noon,0.67,0.64,0,2,night owl,curling,7,sophomore,3
469,30.84,west coast,noon,0.42,0.15,7,12,night owl,table tennis,5,frosh,3
470,19.16,west coast,noon,0.77,0.34,3,4,night owl,curling,7,sophomore,3
471,3.97,west coast,noon,0.25,0.62,1,5,night owl,table tennis,4,frosh,3
472,27.76,west coast,noon,0.48,0.27,7,1,early bird,frisbee,3,junior,3
473,54.17,west coast,noon,0.88,0.89,9,12,night owl,table tennis,5,junior,3
474,22,west coast,noon,0.16,0,7,12,night owl,martial arts,2,sophomore,3
475,39.73,west coast,noon,1,0.28,4,9,night owl,martial arts,4,sophomore,3
476,36.1,west coast,noon,0.65,0.8,0,1,night owl,football,4,junior,3
477,8.19,west coast,noon,0.77,0,2,9,night owl,baseball,4,sophomore,3
478,14.18,west coast,noon,0,0,1,4,early bird,football,3,sophomore,3
479,22.05,west coast,noon,0,0,6,11,night owl,curling,3,junior,3
480,15.72,west coast,noon,0.29,0.72,4,7,early bird,gymnastics,5,senior,3
481,24.37,west coast,noon,0,0.18,2,4,night owl,martial arts,1,sophomore,3
482,18.01,west coast,noon,0.04,0.78,4,9,night owl,football,4,junior,3
483,49.19,west coast,noon,0.37,1,6,4,night owl,basketball,3,sophomore,3
484,30.48,west coast,noon,0.09,0.56,8,11,night owl,curling,3,junior,3
485,4.23,west coast,noon,0.09,0.05,7,5,night owl,gymnastics,4,sophomore,3
486,56.96,west coast,noon,0.69,0.91,6,5,night owl,basketball,4,junior,3
487,36.86,west coast,noon,0.98,0.19,9,8,night owl,curling,6,junior,3
488,25.82,west coast,noon,0.79,0.45,1,9,early bird,table tennis,3,junior,3
489,48.75,west coast,noon,0.92,0.61,5,10,early bird,curling,4,sophomore,3
490,67.9,west coast,noon,0.69,0.89,10,8,night owl,frisbee,2,sophomore,3
491,27.32,west coast,noon,0.36,0.81,0,6,night owl,martial arts,3,sophomore,3
492,64.66,west coast,noon,0.8,1,5,9,night owl,frisbee,3,sophomore,3
493,27.07,west coast,noon,0.79,0,3,5,night owl,baseball,3,junior,3
494,11.19,west coast,noon,0.1,0,0,3,night owl,baseball,3,senior,3
495,12.72,west coast,noon,0,0.06,5,5,night owl,table tennis,3,sophomore,3
496,28.92,west coast,noon,0.39,0.91,3,0,night owl,frisbee,4,frosh,3
497,36.32,west coast,noon,0.86,0.45,2,2,early bird,frisbee,6,junior,3
498,28.75,west coast,noon,1,0.06,6,9,early bird,table tennis,8,sophomore,3
499,12.68,west coast,noon,0,0,1,6,night owl,curling,3,sophomore,3
500,38.93,west coast,noon,0.76,0.69,7,5,night owl,football,4,junior,3
501,42.17,west coast,noon,0.9,0.65,5,12,early bird,football,3,sophomore,3
502,68.1,west coast,noon,1,1,3,5,night owl,martial arts,4,sophomore,3
503,59.19,west coast,noon,1,0.81,8,7,night owl,curling,3,senior,3
504,47.34,west coast,noon,0.55,0,8,7,night owl,curling,3,sophomore,3
505,33.42,west coast,noon,0,0.11,10,12,night owl,curling,2,junior,3
506,6.26,west coast,noon,0.01,0.77,0,2,night owl,frisbee,4,sophomore,3
507,37.35,west coast,noon,1,0,7,8,early bird,baseball,5,junior,3
508,35.61,west coast,noon,0.16,0.4,9,9,night owl,frisbee,3,sophomore,3
509,8.89,west coast,noon,0.23,0.1,2,8,night owl,curling,3,sophomore,3
510,0,west coast,noon,0.1,0.51,5,0,night owl,baseball,3,sophomore,3
511,26.89,west coast,noon,0,0.11,9,11,night owl,curling,3,sophomore,3
512,44.05,west coast,noon,0.06,0.4,9,3,night owl,curling,3,junior,3
513,36.56,west coast,noon,0.05,0,2,1,night owl,table tennis,3,sophomore,3
514,43.45,west coast,noon,0.83,0.52,4,4,night owl,football,4,senior,3
515,52.45,west coast,noon,0.99,0.57,8,12,night owl,baseball,7,junior,3
516,36.64,west coast,noon,1,0.19,2,4,early bird,football,3,senior,3
517,38.63,west coast,noon,0.53,0,3,7,early bird,curling,3,frosh,3
518,15,west coast,noon,0,0.03,4,3,night owl,baseball,5,sophomore,3
519,36.94,west coast,noon,0,0.95,3,12,night owl,frisbee,4,junior,3
520,30.13,west coast,noon,0.2,0.64,0,3,early bird,table tennis,3,senior,3
521,89.89,west coast,noon,1,1,8,9,night owl,frisbee,4,frosh,3
522,44.7,west coast,noon,0.27,0.37,5,7,early bird,table tennis,3,junior,3
523,41.64,west coast,noon,0.26,0.92,1,8,night owl,frisbee,3,sophomore,3
524,67.78,west coast,noon,1,0.77,10,8,night owl,basketball,6,sophomore,3
525,33.06,west coast,noon,0.04,0,5,1,night owl,curling,6,frosh,3
526,70.39,west coast,noon,0.71,0.99,8,6,night owl,curling,2,senior,3
527,57.44,west coast,noon,1,0.44,7,3,night owl,baseball,6,frosh,3
528,62.1,west coast,noon,0.64,1,2,8,early bird,curling,5,sophomore,3
529,57.69,west coast,noon,0.99,0.73,4,5,night owl,table tennis,4,junior,3
530,36.9,west coast,noon,0.71,0.11,0,3,night owl,football,3,sophomore,3
531,39.12,west coast,noon,0.99,0,7,4,early bird,curling,3,senior,3
532,49.86,west coast,noon,0.81,0.85,3,3,early bird,frisbee,5,senior,3
533,19.53,west coast,noon,0.09,0.86,5,9,night owl,curling,6,sophomore,3
534,25.87,west coast,noon,1,0,7,3,night owl,baseball,5,frosh,3
535,43.47,west coast,noon,0.05,0.9,3,12,night owl,frisbee,1,junior,3
536,42.22,west coast,noon,0.98,0,6,10,early bird,baseball,3,junior,3
537,40.78,west coast,noon,0.76,0.79,0,2,night owl,football,4,frosh,3
538,70.5,west coast,noon,0.66,1,7,4,night owl,frisbee,2,junior,3
539,19.1,west coast,noon,0,0,3,5,night owl,frisbee,4,frosh,3
540,29.58,west coast,noon,0.35,0.7,7,10,night owl,football,4,senior,3
541,36.25,west coast,evening,0.17,0.45,1,5,night owl,basketball,2,sophomore,3
542,76.83,west coast,evening,0.53,1,8,4,night owl,martial arts,1,junior,3
543,39.38,west coast,evening,0.78,0,6,0,night owl,baseball,4,sophomore,3
544,43.58,west coast,evening,0.15,1,3,7,night owl,basketball,4,sophomore,3
545,69.96,west coast,evening,0.67,1,6,9,night owl,table tennis,4,junior,3
546,33.41,west coast,evening,0.75,0.17,2,8,night owl,baseball,3,junior,3
547,43.81,west coast,evening,0.95,0.21,7,11,early bird,football,3,sophomore,3
548,52.38,west coast,evening,0.46,0.45,8,10,night owl,martial arts,2,junior,3
549,59.56,west coast,evening,0.68,0.93,5,4,night owl,gymnastics,5,junior,3
550,55.87,west coast,evening,0.74,0.53,3,8,night owl,frisbee,4,junior,3
551,13.64,west coast,noon,0.42,0.05,7,3,night owl,curling,6,frosh,3
552,30.43,west coast,noon,0.59,0.07,8,5,night owl,baseball,3,sophomore,3
553,12.96,west coast,noon,0.44,0.54,1,3,night owl,curling,5,junior,3
554,0.22,west coast,noon,0.57,0.26,2,11,night owl,football,4,senior,3
555,50.85,west coast,noon,0.91,0.47,10,2,night owl,martial arts,3,junior,3
556,60.35,west coast,noon,0.77,0.9,9,8,night owl,curling,3,junior,3
557,63.62,west coast,noon,0.8,1,2,12,night owl,martial arts,5,sophomore,3
558,7.72,west coast,noon,0,0,8,2,night owl,table tennis,3,sophomore,3
559,26.02,west coast,noon,0.26,0.93,2,4,night owl,martial arts,2,senior,3
560,0,west coast,noon,0.37,0.25,3,1,night owl,martial arts,7,frosh,3
561,38.21,west coast,evening,0.81,0,6,9,night owl,baseball,5,frosh,3
562,42.55,west coast,evening,0.83,0.57,2,0,night owl,football,3,sophomore,3
563,42.06,west coast,evening,0.68,0.57,5,11,night owl,baseball,3,senior,3
564,63.68,west coast,evening,1,0.84,7,10,night owl,football,5,senior,3
565,45.34,west coast,evening,0.64,0.73,0,1,night owl,basketball,4,junior,3
566,30.17,west coast,evening,0.45,0.13,7,0,night owl,football,4,sophomore,3
567,37.39,west coast,evening,0.23,0.61,6,6,night owl,curling,3,sophomore,3
568,52.03,west coast,evening,0.89,0,9,10,night owl,martial arts,5,frosh,3
569,71.58,west coast,evening,0.99,1,6,10,early bird,football,3,senior,3
570,53.88,west coast,evening,0.93,0.7,3,7,night owl,table tennis,5,junior,3
571,28.05,west coast,noon,0.76,0,6,0,night owl,frisbee,6,frosh,3
572,40.52,west coast,noon,1,0.06,8,5,night owl,table tennis,3,junior,3
573,37.52,west coast,noon,0.62,0.84,5,3,night owl,curling,4,sophomore,3
574,56.93,west coast,noon,1,0.51,9,5,night owl,martial arts,5,junior,3
575,21.05,west coast,noon,0.05,0.16,3,6,night owl,frisbee,6,frosh,3
576,14.98,west coast,noon,0,0.02,1,3,night owl,frisbee,3,frosh,3
577,40.9,west coast,noon,0,1,5,12,night owl,basketball,3,sophomore,3
578,13.09,west coast,noon,0.16,0,4,7,night owl,football,3,sophomore,3
579,44.42,west coast,noon,0.38,0,3,3,early bird,curling,3,frosh,3
580,74.7,west coast,noon,0.9,1,7,12,night owl,frisbee,4,sophomore,3
581,38.16,west coast,noon,1,0.2,9,5,night owl,baseball,3,frosh,3
582,67.16,west coast,noon,0.9,1,4,5,night owl,basketball,3,junior,3
583,57.6,west coast,noon,0.95,1,5,2,night owl,football,5,junior,3
584,59.54,west coast,noon,0.9,0.88,8,11,early bird,baseball,4,senior,3
585,11.4,west coast,noon,0,0.39,2,6,night owl,table tennis,5,frosh,3
586,45.62,west coast,noon,0.2,1,6,8,night owl,curling,2,senior,3
587,40.1,west coast,noon,0.5,0.01,6,5,night owl,gymnastics,4,sophomore,3
588,25.83,west coast,noon,0,0.56,2,0,early bird,table tennis,3,junior,3
589,34.64,west coast,noon,0.47,0.5,8,8,night owl,table tennis,3,junior,3
590,55.83,west coast,noon,0.74,1,5,6,early bird,baseball,6,junior,3
591,40.91,west coast,evening,0.29,0.01,9,2,night owl,martial arts,5,frosh,3
592,51.23,west coast,evening,1,0.12,10,8,night owl,baseball,8,frosh,3
593,18.76,west coast,evening,0.16,0.41,3,6,night owl,basketball,2,junior,3
594,38.27,west coast,evening,1,0.21,7,6,early bird,curling,4,junior,3
595,52.11,west coast,evening,0.39,1,4,8,night owl,frisbee,4,junior,3
596,31.57,west coast,evening,0,0.78,1,4,night owl,martial arts,3,junior,3
597,35.69,west coast,evening,0,0.96,0,8,night owl,martial arts,3,senior,3
598,56.33,west coast,evening,1,0.78,5,5,night owl,table tennis,7,sophomore,3
599,26.43,west coast,evening,0.09,0.04,9,2,night owl,table tennis,2,junior,3
600,40.3,west coast,evening,1,0.13,6,11,night owl,table tennis,7,junior,3
601,26.34,west coast,noon,1,0.03,6,2,night owl,frisbee,3,sophomore,3
602,49.82,west coast,noon,0.98,0.89,2,4,night owl,curling,3,sophomore,3
603,33.16,west coast,noon,1,0.39,3,2,night owl,frisbee,3,junior,3
604,27.26,west coast,noon,0.07,0.58,7,3,night owl,basketball,2,sophomore,3
605,54.3,west coast,noon,0.86,0.72,10,7,night owl,football,5,senior,3
606,0,west coast,noon,0,0.35,4,4,night owl,curling,4,junior,3
607,13.23,west coast,noon,0,0.1,2,3,night owl,martial arts,4,frosh,3
608,78.74,west coast,noon,1,1,8,12,night owl,frisbee,5,senior,3
609,21.03,west coast,noon,0.12,0,7,9,night owl,gymnastics,3,junior,3
610,35.68,west coast,noon,0.45,0.65,9,5,early bird,gymnastics,4,junior,3
611,31.58,west coast,noon,0.84,0.34,1,1,night owl,football,5,sophomore,3
612,42.6,west coast,noon,0.12,0.77,1,1,night owl,frisbee,2,junior,3
613,50.63,west coast,noon,0.75,0,6,5,night owl,martial arts,3,senior,3
614,38.94,west coast,noon,0.44,0.05,3,7,night owl,curling,4,frosh,3
615,47.74,west coast,noon,0.37,0.84,7,5,night owl,curling,5,frosh,3
616,62.58,west coast,noon,0.89,0.93,7,6,early bird,gymnastics,9,senior,3
617,78.2,west coast,noon,0.81,1,8,4,night owl,frisbee,4,senior,3
618,52.33,west coast,noon,1,0.73,3,4,night owl,curling,6,sophomore,3
619,61.5,west coast,noon,0.86,0.84,5,5,night owl,baseball,5,junior,3
620,45.26,west coast,noon,0.67,0,10,11,night owl,football,4,sophomore,3
621,34.29,west coast,evening,0,1,0,2,night owl,basketball,5,frosh,3
622,70.36,west coast,evening,0.91,0.98,6,10,night owl,curling,6,junior,3
623,52.92,west coast,evening,0.98,0.18,9,4,night owl,baseball,6,junior,3
624,4.47,west coast,evening,0.03,0,7,11,early bird,gymnastics,4,frosh,3
625,64.96,west coast,evening,0.72,1,4,7,night owl,table tennis,5,sophomore,3
626,31.79,west coast,evening,1,0.28,5,2,night owl,gymnastics,6,junior,3
627,53.55,west coast,evening,1,0,9,11,night owl,basketball,3,sophomore,3
628,42.14,west coast,evening,0.99,0,9,7,night owl,curling,4,sophomore,3
629,61.64,west coast,evening,0.23,1,9,10,night owl,basketball,3,sophomore,3
630,66.11,west coast,evening,0.99,0.83,9,8,night owl,table tennis,4,senior,3
631,66.65,west coast,noon,0.78,0.96,8,9,night owl,frisbee,8,sophomore,3
632,64.76,west coast,noon,0.65,1,4,8,night owl,martial arts,3,junior,3
633,63.37,west coast,noon,0.81,0.95,0,6,night owl,martial arts,4,junior,3
634,51.68,west coast,noon,0.78,0.36,5,1,night owl,martial arts,3,senior,3
635,36.1,west coast,noon,0.72,0.41,4,3,night owl,baseball,4,junior,3
636,44.66,west coast,noon,0.85,0,1,0,night owl,table tennis,4,sophomore,3
637,24.65,west coast,noon,0.23,0,5,11,night owl,baseball,3,senior,3
638,47.38,west coast,noon,0.5,0.41,7,7,night owl,martial arts,2,sophomore,3
639,39.14,west coast,noon,0.56,0,2,4,early bird,curling,4,sophomore,3
640,29.08,west coast,noon,0.1,0,9,6,night owl,football,1,junior,3
641,39.23,west coast,evening,0.04,0.94,3,5,night owl,frisbee,2,senior,3
642,50.07,west coast,evening,0.07,1,7,5,night owl,baseball,1,junior,3
643,61.51,west coast,evening,0.96,0.71,2,7,night owl,curling,4,junior,3
644,42.54,west coast,evening,1,0.19,6,3,night owl,gymnastics,4,sophomore,3
645,72.26,west coast,evening,0.82,0.81,8,5,night owl,table tennis,4,junior,3
646,39.21,west coast,evening,0.09,0.81,1,4,early bird,martial arts,2,junior,3
647,61.53,west coast,evening,0.54,0.37,9,3,night owl,martial arts,1,sophomore,3
648,86.39,west coast,evening,1,1,5,5,night owl,frisbee,5,sophomore,3
649,64.55,west coast,evening,1,0.86,8,0,early bird,frisbee,5,junior,3
650,28.26,west coast,evening,0,0.82,6,9,night owl,curling,6,frosh,3
651,31.61,west coast,noon,0.13,1,3,10,early bird,martial arts,6,sophomore,3
652,36.22,west coast,noon,0.55,0.13,8,5,early bird,frisbee,3,sophomore,3
653,46.76,west coast,noon,1,0.15,7,9,night owl,frisbee,4,frosh,3
654,35.24,west coast,noon,0.17,0.36,7,9,night owl,baseball,3,junior,3
655,57.39,west coast,noon,0.55,0.99,5,11,night owl,frisbee,3,junior,3
656,35.53,west coast,noon,0.78,0,9,7,early bird,baseball,3,senior,3
657,48.17,west coast,noon,0.85,0,10,6,night owl,football,4,frosh,3
658,10.74,west coast,noon,0.49,0.06,3,3,night owl,baseball,5,frosh,3
659,36.9,west coast,noon,0.13,1,3,6,night owl,frisbee,5,sophomore,3
660,81.9,west coast,noon,0.97,0.98,9,11,night owl,basketball,4,sophomore,3
661,70.97,west coast,evening,0.67,0.94,7,2,night owl,martial arts,3,senior,3
662,40.51,west coast,evening,0,0.95,2,9,night owl,table tennis,3,sophomore,3
663,45.31,west coast,evening,0.85,0.24,5,0,night owl,curling,7,frosh,3
664,39.19,west coast,evening,0,0.24,1,2,night owl,curling,3,sophomore,3
665,59.91,west coast,evening,0,0.81,10,8,night owl,martial arts,3,sophomore,3
666,58.91,west coast,evening,0.67,0.7,1,10,night owl,martial arts,3,junior,3
667,33.81,west coast,evening,0.17,1,2,1,night owl,table tennis,6,junior,3
668,45.42,west coast,evening,0.45,0.5,4,3,night owl,football,4,junior,3
669,44.4,west coast,evening,0.59,0.37,8,3,night owl,curling,4,junior,3
670,85.01,west coast,evening,0.95,1,9,9,night owl,table tennis,6,sophomore,3
671,40.4,west coast,evening,0,0.69,8,11,night owl,curling,3,junior,3
672,35.73,west coast,evening,0.52,0,1,9,night owl,frisbee,4,sophomore,3
673,53.31,west coast,evening,1,0.62,1,2,night owl,basketball,3,junior,3
674,34.92,west coast,evening,0.6,0.51,4,1,early bird,martial arts,3,frosh,3
675,35.59,west coast,evening,0.33,0.14,0,0,early bird,frisbee,3,frosh,3
676,75.95,west coast,evening,1,1,4,3,night owl,football,3,sophomore,3
677,31.49,west coast,evening,0.21,0.36,8,11,early bird,table tennis,3,sophomore,3
678,30.48,west coast,evening,0.1,0.41,9,8,night owl,table tennis,3,junior,3
679,29.7,west coast,evening,0,1,1,10,night owl,table tennis,3,senior,3
680,64.65,west coast,evening,0.84,0.62,10,9,night owl,curling,3,sophomore,3
681,68.48,west coast,noon,0.69,1,7,10,night owl,table tennis,5,junior,3
682,24.75,west coast,noon,0.15,0.87,2,4,night owl,martial arts,5,frosh,3
683,29.07,west coast,noon,0.02,1,7,8,early bird,curling,2,senior,3
684,25.18,west coast,noon,1,0,2,10,night owl,baseball,4,junior,3
685,0.43,west coast,noon,0.08,0.5,1,10,night owl,baseball,3,junior,3
686,12.39,west coast,noon,0,0.36,2,0,night owl,table tennis,3,sophomore,3
687,78.12,west coast,noon,1,0.99,9,8,night owl,table tennis,4,senior,3
688,62.46,west coast,noon,0.74,0.87,7,10,night owl,frisbee,3,senior,3
